Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score
467,20,Female,Undergraduate,USA,8.2,TikTok,Yes,4.1,5,In Relationship,4,9
468,22,Male,Graduate,Mexico,7.0,WhatsApp,Yes,5.2,6,Single,3,7
469,19,Female,Undergraduate,France,3.1,Instagram,No,8.9,7,In Relationship,2,5
470,21,Male,Graduate,Canada,3.9,Instagram,Yes,8.3,6,Single,3,7
471,20,Female,Undergraduate,Spain,3.7,TikTok,Yes,8.2,6,Single,3,7
472,22,Male,Graduate,Denmark,2.5,Facebook,No,9.3,8,In Relationship,2,4
473,19,Female,Undergraduate,Ireland,3.4,Instagram,Yes,8.5,7,Single,3,6
474,21,Male,Graduate,India,7.3,WhatsApp,Yes,5.0,5,In Relationship,4,8
475,20,Female,Undergraduate,Switzerland,2.4,Instagram,No,9.4,8,Single,2,4
476,22,Male,Graduate,Turkey,4.0,TikTok,Yes,8.2,6,Single,3,7
477,19,Female,Undergraduate,USA,8.3,Instagram,Yes,4.0,5,In Relationship,4,9
478,21,Male,Graduate,Mexico,7.1,WhatsApp,Yes,5.1,6,Single,3,7
479,20,Female,Undergraduate,France,3.0,Instagram,No,9.0,7,In Relationship,2,5
480,22,Male,Graduate,Canada,3.8,TikTok,Yes,8.4,6,Single,3,7
481,19,Female,Undergraduate,Spain,3.6,Instagram,Yes,8.3,6,Single,3,7
482,21,Male,Graduate,Denmark,2.4,Facebook,No,9.4,8,In Relationship,2,4
483,20,Female,Undergraduate,Ireland,3.3,TikTok,Yes,8.6,7,Single,3,6
484,22,Male,Graduate,India,7.4,WhatsApp,Yes,4.9,5,In Relationship,4,8
485,19,Female,Undergraduate,Switzerland,2.3,Instagram,No,9.5,8,Single,2,4
486,21,Male,Graduate,Turkey,3.9,Instagram,Yes,8.3,6,Single,3,7
487,20,Female,Undergraduate,USA,8.4,TikTok,Yes,3.9,5,In Relationship,4,9
488,22,Male,Graduate,Mexico,7.2,WhatsApp,Yes,5.0,6,Single,3,7
489,19,Female,Undergraduate,France,2.9,Instagram,No,9.1,7,In Relationship,2,5
490,21,Male,Graduate,Canada,3.7,Instagram,Yes,8.5,6,Single,3,7
491,20,Female,Undergraduate,Spain,3.5,TikTok,Yes,8.4,6,Single,3,7
492,22,Male,Graduate,Denmark,2.3,Facebook,No,9.5,8,In Relationship,2,4
493,19,Female,Undergraduate,Ireland,3.2,Instagram,Yes,8.7,7,Single,3,6
494,21,Male,Graduate,India,7.5,WhatsApp,Yes,4.8,5,In Relationship,4,8
495,20,Female,Undergraduate,Switzerland,2.2,Instagram,No,9.6,8,Single,2,4
496,22,Male,Graduate,Turkey,3.8,TikTok,Yes,8.4,6,Single,3,7
497,19,Female,Undergraduate,USA,8.5,Instagram,Yes,3.8,5,In Relationship,4,9
498,21,Male,Graduate,Mexico,7.3,WhatsApp,Yes,4.9,6,Single,3,7
499,20,Female,Undergraduate,France,2.8,Instagram,No,9.2,7,In Relationship,2,5
500,22,Male,Graduate,Canada,3.6,TikTok,Yes,8.6,6,Single,3,7
501,19,Female,Undergraduate,Brazil,6.2,WhatsApp,Yes,6.3,6,Single,3,7
502,21,Male,Graduate,China,4.5,WeChat,No,7.8,7,In Relationship,2,5
503,20,Female,Undergraduate,Netherlands,3.8,Instagram,No,8.2,8,Single,2,4
504,22,Male,Graduate,New Zealand,4.7,Instagram,Yes,7.5,7,In Relationship,3,6
505,19,Female,Undergraduate,Singapore,5.1,TikTok,Yes,7.0,6,Single,3,7
506,21,Male,Graduate,Malaysia,5.5,WhatsApp,Yes,6.8,6,Single,3,7
507,20,Female,Undergraduate,UAE,6.5,Instagram,Yes,6.5,5,In Relationship,4,8
508,22,Male,Graduate,Poland,4.2,Facebook,No,7.9,7,Single,2,5
509,19,Female,Undergraduate,India,6.8,WhatsApp,Yes,6.0,5,In Relationship,4,8
510,21,Male,Graduate,Canada,4.8,Instagram,Yes,7.4,7,Single,3,6
511,20,Female,Undergraduate,Brazil,6.1,Instagram,Yes,6.4,6,Single,3,7
512,22,Male,Graduate,China,4.4,WeChat,No,7.9,7,In Relationship,2,5
513,19,Female,Undergraduate,Netherlands,3.7,TikTok,No,8.3,8,Single,2,4
514,21,Male,Graduate,New Zealand,4.6,Instagram,Yes,7.6,7,In Relationship,3,6
515,20,Female,Undergraduate,Singapore,5.2,TikTok,Yes,6.9,6,Single,3,7
516,22,Male,Graduate,Malaysia,5.6,WhatsApp,Yes,6.7,6,Single,3,7
517,19,Female,Undergraduate,UAE,6.6,Instagram,Yes,6.4,5,In Relationship,4,8
518,21,Male,Graduate,Poland,4.1,Facebook,No,8.0,7,Single,2,5
519,20,Female,Undergraduate,India,6.9,WhatsApp,Yes,5.9,5,In Relationship,4,8
520,22,Male,Graduate,Canada,4.7,TikTok,Yes,7.5,7,Single,3,6
521,19,Female,Undergraduate,Brazil,6.0,WhatsApp,Yes,6.5,6,Single,3,7
522,21,Male,Graduate,China,4.3,WeChat,No,8.0,7,In Relationship,2,5
523,20,Female,Undergraduate,Netherlands,3.6,Instagram,No,8.4,8,Single,2,4
524,22,Male,Graduate,New Zealand,4.5,Facebook,Yes,7.7,7,In Relationship,3,6
525,19,Female,Undergraduate,Singapore,5.3,TikTok,Yes,6.8,6,Single,3,7
526,21,Male,Graduate,Malaysia,5.7,WhatsApp,Yes,6.6,6,Single,3,7
527,20,Female,Undergraduate,UAE,6.7,Instagram,Yes,6.3,5,In Relationship,4,8
528,22,Male,Graduate,Poland,4.0,Facebook,No,8.1,7,Single,2,5
529,19,Female,Undergraduate,India,7.0,WhatsApp,Yes,5.8,5,In Relationship,4,8
530,21,Male,Graduate,Canada,4.6,Instagram,Yes,7.6,7,Single,3,6
531,20,Female,Undergraduate,Brazil,5.9,TikTok,Yes,6.6,6,Single,3,7
532,22,Male,Graduate,China,4.2,WeChat,No,8.1,7,In Relationship,2,5
533,19,Female,Undergraduate,Netherlands,3.5,Instagram,No,8.5,8,Single,2,4
534,21,Male,Graduate,New Zealand,4.4,Facebook,Yes,7.8,7,In Relationship,3,6
535,20,Female,Undergraduate,Singapore,5.4,TikTok,Yes,6.7,6,Single,3,7
536,22,Male,Graduate,Malaysia,5.8,WhatsApp,Yes,6.5,6,Single,3,7
537,19,Female,Undergraduate,UAE,6.8,Instagram,Yes,6.2,5,In Relationship,4,8
538,21,Male,Graduate,Poland,3.9,Facebook,No,8.2,7,Single,2,5
539,20,Female,Undergraduate,India,7.1,WhatsApp,Yes,5.7,5,In Relationship,4,8
540,22,Male,Graduate,Canada,4.5,TikTok,Yes,7.7,7,Single,3,6
541,19,Female,Undergraduate,Brazil,5.8,WhatsApp,Yes,6.7,6,Single,3,7
542,21,Male,Graduate,China,4.1,WeChat,No,8.2,7,In Relationship,2,5
543,20,Female,Undergraduate,Netherlands,3.4,Instagram,No,8.6,8,Single,2,4
544,22,Male,Graduate,New Zealand,4.3,Instagram,Yes,7.9,7,In Relationship,3,6
545,19,Female,Undergraduate,Singapore,5.5,TikTok,Yes,6.6,6,Single,3,7
546,21,Male,Graduate,Malaysia,5.9,WhatsApp,Yes,6.4,6,Single,3,7
547,20,Female,Undergraduate,UAE,6.9,Instagram,Yes,6.1,5,In Relationship,4,8
548,22,Male,Graduate,Poland,3.8,Facebook,No,8.3,7,Single,2,5
549,19,Female,Undergraduate,India,7.2,WhatsApp,Yes,5.6,5,In Relationship,4,8
550,21,Male,Graduate,Canada,4.4,Instagram,Yes,7.8,7,Single,3,6
551,20,Female,Undergraduate,Brazil,5.7,TikTok,Yes,6.8,6,Single,3,7
552,22,Male,Graduate,China,4.0,WeChat,No,8.3,7,In Relationship,2,5
553,19,Female,Undergraduate,Netherlands,3.3,Instagram,No,8.7,8,Single,2,4
554,21,Male,Graduate,New Zealand,4.2,Facebook,Yes,8.0,7,In Relationship,3,6
555,20,Female,Undergraduate,Singapore,5.6,TikTok,Yes,6.5,6,Single,3,7
556,22,Male,Graduate,Malaysia,6.0,WhatsApp,Yes,6.3,6,Single,3,7
557,19,Female,Undergraduate,UAE,7.0,Instagram,Yes,6.0,5,In Relationship,4,8
558,21,Male,Graduate,Poland,3.7,Facebook,No,8.4,7,Single,2,5
559,20,Female,Undergraduate,India,7.3,WhatsApp,Yes,5.5,5,In Relationship,4,8
560,22,Male,Graduate,Canada,4.3,TikTok,Yes,7.9,7,Single,3,6
561,19,Female,Undergraduate,Brazil,5.6,WhatsApp,Yes,6.9,6,Single,3,7
562,21,Male,Graduate,China,3.9,WeChat,No,8.4,7,In Relationship,2,5
563,20,Female,Undergraduate,Netherlands,3.2,Instagram,No,8.8,8,Single,2,4
564,22,Male,Graduate,New Zealand,4.1,Instagram,Yes,8.1,7,In Relationship,3,6
565,19,Female,Undergraduate,Singapore,5.7,TikTok,Yes,6.4,6,Single,3,7
566,21,Male,Graduate,Malaysia,6.1,WhatsApp,Yes,6.2,6,Single,3,7
567,20,Female,Undergraduate,UAE,7.1,Instagram,Yes,5.9,5,In Relationship,4,8
568,22,Male,Graduate,Poland,3.6,Facebook,No,8.5,7,Single,2,5
569,19,Female,Undergraduate,India,7.4,WhatsApp,Yes,5.4,5,In Relationship,4,8
570,21,Male,Graduate,Canada,4.2,Instagram,Yes,8.0,7,Single,3,6
571,20,Female,Undergraduate,Spain,6.1,Instagram,Yes,7.2,5,Single,4,7
572,23,Male,Graduate,Denmark,3.8,Twitter,No,7.8,8,In Relationship,2,4
573,19,Female,Undergraduate,Ireland,5.5,TikTok,Yes,6.8,6,Single,4,8
574,22,Male,Graduate,India,7.2,Facebook,Yes,5.9,4,Single,5,9
575,21,Female,Undergraduate,Switzerland,4.2,Instagram,No,7.5,7,In Relationship,2,5
576,24,Male,Graduate,Turkey,6.8,TikTok,Yes,6.2,5,Single,4,8
577,20,Female,Undergraduate,USA,5.9,Instagram,Yes,6.7,6,In Relationship,3,7
578,22,Male,Graduate,Mexico,6.5,Facebook,Yes,6.1,5,Single,4,8
579,19,Female,Undergraduate,France,4.7,Twitter,No,7.4,7,Single,2,5
580,23,Male,Graduate,Canada,5.2,Instagram,Yes,7.0,6,In Relationship,3,6
581,21,Female,Undergraduate,UK,6.3,TikTok,Yes,6.4,5,Single,4,8
582,24,Male,Graduate,Italy,4.9,Facebook,No,7.3,7,In Relationship,2,5
583,20,Female,Undergraduate,Russia,6.7,Instagram,Yes,6.0,5,Single,4,8
584,22,Male,Graduate,China,5.8,WeChat,Yes,6.5,6,In Relationship,3,7
585,19,Female,Undergraduate,Japan,4.5,Twitter,No,7.6,8,Single,2,4
586,23,Male,Graduate,Poland,6.4,Facebook,Yes,6.3,5,Single,4,8
587,21,Female,Undergraduate,Finland,4.1,Instagram,No,7.7,7,In Relationship,2,5
588,24,Male,Graduate,Spain,6.6,TikTok,Yes,6.2,5,Single,4,8
589,20,Female,Undergraduate,Denmark,4.4,Instagram,No,7.4,7,In Relationship,2,5
590,22,Male,Graduate,Ireland,5.7,Twitter,Yes,6.8,6,Single,3,7
591,19,Female,Undergraduate,India,7.0,Instagram,Yes,5.8,4,Single,5,9
592,23,Male,Graduate,Switzerland,4.3,Facebook,No,7.5,7,In Relationship,2,5
593,21,Female,Undergraduate,Turkey,6.9,TikTok,Yes,6.1,5,Single,4,8
594,24,Male,Graduate,USA,5.6,Instagram,Yes,6.9,6,In Relationship,3,7
595,20,Female,Undergraduate,Mexico,6.2,Facebook,Yes,6.3,5,Single,4,8
596,21,Male,Undergraduate,France,5.8,Instagram,Yes,6.7,6,Single,3,7
597,23,Female,Graduate,Canada,4.9,TikTok,No,7.3,7,In Relationship,2,5
598,20,Male,Undergraduate,UK,6.4,Facebook,Yes,6.2,5,Single,4,8
599,22,Female,Graduate,Italy,5.1,Twitter,No,7.1,7,In Relationship,2,5
600,19,Male,Undergraduate,Russia,6.7,Instagram,Yes,6.0,4,Single,4,8
601,24,Female,Graduate,China,5.5,WeChat,Yes,6.8,6,In Relationship,3,7
602,21,Male,Undergraduate,Japan,4.3,Twitter,No,7.6,8,Single,2,4
603,23,Female,Graduate,Poland,6.2,Instagram,Yes,6.4,5,Single,4,8
604,20,Male,Undergraduate,Finland,4.5,Facebook,No,7.4,7,In Relationship,2,5
605,22,Female,Graduate,Spain,6.3,TikTok,Yes,6.3,5,Single,4,8
606,19,Male,Undergraduate,Denmark,4.7,Instagram,No,7.2,7,In Relationship,2,5
607,24,Female,Graduate,Ireland,5.9,Twitter,Yes,6.6,6,Single,3,7
608,21,Male,Undergraduate,India,7.1,Facebook,Yes,5.7,4,Single,5,9
609,23,Female,Graduate,Switzerland,4.4,Instagram,No,7.4,7,In Relationship,2,5
610,20,Male,Undergraduate,Turkey,6.6,TikTok,Yes,6.2,5,Single,4,8
611,22,Female,Graduate,USA,5.4,Instagram,Yes,6.9,6,In Relationship,3,7
612,19,Male,Undergraduate,Mexico,6.5,Facebook,Yes,6.1,5,Single,4,8
613,24,Female,Graduate,France,4.8,Twitter,No,7.3,7,In Relationship,2,5
614,21,Male,Undergraduate,Canada,5.7,Instagram,Yes,6.7,6,Single,3,7
615,23,Female,Graduate,UK,6.1,TikTok,Yes,6.4,5,Single,4,8
616,20,Male,Undergraduate,Italy,4.6,Facebook,No,7.2,7,In Relationship,2,5
617,22,Female,Graduate,Russia,6.8,Instagram,Yes,5.9,4,Single,5,9
618,19,Male,Undergraduate,China,5.6,WeChat,Yes,6.8,6,In Relationship,3,7
619,24,Female,Graduate,Japan,4.2,Twitter,No,7.5,8,Single,2,4
620,21,Male,Undergraduate,Poland,6.3,TikTok,Yes,6.3,5,Single,4,8
621,23,Female,Graduate,Finland,4.4,Instagram,No,7.4,7,In Relationship,2,5
622,20,Male,Undergraduate,Spain,6.5,Facebook,Yes,6.2,5,Single,4,8
623,22,Female,Graduate,Denmark,4.6,Twitter,No,7.3,7,In Relationship,2,5
624,19,Male,Undergraduate,Ireland,5.8,Instagram,Yes,6.6,6,Single,3,7
625,24,Female,Graduate,India,7.0,TikTok,Yes,5.8,4,Single,5,9
626,21,Male,Undergraduate,Switzerland,4.5,Facebook,No,7.3,7,In Relationship,2,5
627,23,Female,Graduate,Turkey,6.7,Instagram,Yes,6.1,5,Single,4,8
628,20,Male,Undergraduate,USA,5.5,Twitter,Yes,6.8,6,In Relationship,3,7
629,22,Female,Graduate,Mexico,6.4,Facebook,Yes,6.2,5,Single,4,8
630,19,Male,Undergraduate,France,4.7,Instagram,No,7.2,7,In Relationship,2,5
631,24,Female,Graduate,Canada,5.6,TikTok,Yes,6.7,6,Single,3,7
632,21,Male,Undergraduate,UK,6.2,Facebook,Yes,6.3,5,Single,4,8
633,23,Female,Graduate,Italy,4.8,Twitter,No,7.1,7,In Relationship,2,5
634,20,Male,Undergraduate,Russia,6.9,Instagram,Yes,5.9,4,Single,5,9
635,22,Female,Graduate,China,5.7,WeChat,Yes,6.7,6,In Relationship,3,7
636,19,Male,Undergraduate,Japan,4.4,Twitter,No,7.4,8,Single,2,4
637,24,Female,Graduate,Poland,6.1,TikTok,Yes,6.4,5,Single,4,8
638,21,Male,Undergraduate,Finland,4.3,Instagram,No,7.5,7,In Relationship,2,5
639,23,Female,Graduate,Spain,6.4,Facebook,Yes,6.2,5,Single,4,8
640,20,Male,Undergraduate,Denmark,4.5,Twitter,No,7.3,7,In Relationship,2,5
641,22,Female,Graduate,Ireland,5.9,Instagram,Yes,6.5,6,Single,3,7
642,19,Male,Undergraduate,India,7.2,TikTok,Yes,5.7,4,Single,5,9
643,24,Female,Graduate,Switzerland,4.6,Facebook,No,7.2,7,In Relationship,2,5
644,21,Male,Undergraduate,Turkey,6.8,Instagram,Yes,6.0,5,Single,4,8
645,23,Female,Graduate,USA,5.3,Twitter,Yes,6.8,6,In Relationship,3,7
646,22,Male,Graduate,Mexico,6.3,Facebook,Yes,6.2,5,Single,4,8
647,20,Female,Undergraduate,France,4.8,Instagram,No,7.1,7,In Relationship,2,5
648,23,Male,Graduate,Canada,5.7,TikTok,Yes,6.6,6,Single,3,7
649,21,Female,Undergraduate,UK,6.2,Twitter,Yes,6.3,5,Single,4,8
650,24,Male,Graduate,Italy,4.7,Facebook,No,7.2,7,In Relationship,2,5
651,19,Female,Undergraduate,Russia,6.8,Instagram,Yes,5.9,4,Single,5,9
652,22,Male,Graduate,China,5.6,WeChat,Yes,6.7,6,In Relationship,3,7
653,20,Female,Undergraduate,Japan,4.3,Twitter,No,7.5,8,Single,2,4
654,23,Male,Graduate,Poland,6.2,TikTok,Yes,6.3,5,Single,4,8
655,21,Female,Undergraduate,Finland,4.4,Instagram,No,7.4,7,In Relationship,2,5
656,24,Male,Graduate,Spain,6.5,Facebook,Yes,6.1,5,Single,4,8
657,19,Female,Undergraduate,Denmark,4.6,Twitter,No,7.3,7,In Relationship,2,5
658,22,Male,Graduate,Ireland,5.8,Instagram,Yes,6.6,6,Single,3,7
659,20,Female,Undergraduate,India,7.1,TikTok,Yes,5.8,4,Single,5,9
660,23,Male,Graduate,Switzerland,4.5,Facebook,No,7.3,7,In Relationship,2,5
661,21,Female,Undergraduate,Turkey,6.7,Instagram,Yes,6.0,5,Single,4,8
662,24,Male,Graduate,USA,5.4,Twitter,Yes,6.8,6,In Relationship,3,7
663,19,Female,Undergraduate,Mexico,6.4,TikTok,Yes,6.2,5,Single,4,8
664,22,Male,Graduate,France,4.7,Facebook,No,7.2,7,In Relationship,2,5
665,20,Female,Undergraduate,Canada,5.6,Instagram,Yes,6.7,6,Single,3,7
666,23,Male,Graduate,UK,6.3,Twitter,Yes,6.2,5,Single,4,8
667,21,Female,Undergraduate,Italy,4.8,TikTok,No,7.1,7,In Relationship,2,5
668,24,Male,Graduate,Russia,6.9,Instagram,Yes,5.9,4,Single,5,9
669,19,Female,Undergraduate,China,5.7,WeChat,Yes,6.7,6,In Relationship,3,7
670,22,Male,Graduate,Japan,4.4,Twitter,No,7.4,8,Single,2,4
671,20,Female,Undergraduate,Poland,6.1,Facebook,Yes,6.4,5,Single,4,8
672,23,Male,Graduate,Finland,4.3,Instagram,No,7.5,7,In Relationship,2,5
673,21,Female,Undergraduate,Spain,6.4,TikTok,Yes,6.2,5,Single,4,8
674,24,Male,Graduate,Denmark,4.5,Twitter,No,7.3,7,In Relationship,2,5
675,19,Female,Undergraduate,Ireland,5.9,Instagram,Yes,6.5,6,Single,3,7
676,22,Male,Graduate,India,7.2,Facebook,Yes,5.7,4,Single,5,9
677,20,Female,Undergraduate,Switzerland,4.6,TikTok,No,7.2,7,In Relationship,2,5
678,23,Male,Graduate,Turkey,6.8,Instagram,Yes,6.0,5,Single,4,8
679,21,Female,Undergraduate,USA,5.3,Twitter,Yes,6.8,6,In Relationship,3,7
680,24,Male,Graduate,Mexico,6.2,Facebook,Yes,6.3,5,Single,4,8
681,19,Female,Undergraduate,France,4.7,Instagram,No,7.2,7,In Relationship,2,5
682,22,Male,Graduate,Canada,5.8,TikTok,Yes,6.6,6,Single,3,7
683,20,Female,Undergraduate,UK,6.1,Twitter,Yes,6.4,5,Single,4,8
684,23,Male,Graduate,Italy,4.8,Facebook,No,7.1,7,In Relationship,2,5
685,21,Female,Undergraduate,Russia,6.7,Instagram,Yes,6.0,4,Single,5,9
686,24,Male,Graduate,China,5.5,WeChat,Yes,6.8,6,In Relationship,3,7
687,19,Female,Undergraduate,Japan,4.2,Twitter,No,7.5,8,Single,2,4
688,22,Male,Graduate,Poland,6.3,TikTok,Yes,6.2,5,Single,4,8
689,20,Female,Undergraduate,Finland,4.4,Instagram,No,7.4,7,In Relationship,2,5
690,23,Male,Graduate,Spain,6.5,Facebook,Yes,6.1,5,Single,4,8
691,21,Female,Undergraduate,Denmark,4.6,Twitter,No,7.3,7,In Relationship,2,5
692,24,Male,Graduate,Ireland,5.9,Instagram,Yes,6.5,6,Single,3,7
693,19,Female,Undergraduate,India,7.0,TikTok,Yes,5.8,4,Single,5,9
694,22,Male,Graduate,Switzerland,4.5,Facebook,No,7.3,7,In Relationship,2,5
695,20,Female,Undergraduate,Turkey,6.6,Instagram,Yes,6.1,5,Single,4,8
696,23,Male,Graduate,USA,5.5,Twitter,Yes,6.7,6,In Relationship,3,7
697,21,Female,Undergraduate,Mexico,6.3,TikTok,Yes,6.2,5,Single,4,8
698,24,Male,Graduate,France,4.8,Facebook,No,7.1,7,In Relationship,2,5
699,19,Female,Undergraduate,Canada,5.7,Instagram,Yes,6.6,6,Single,3,7
700,22,Male,Graduate,UK,6.2,Twitter,Yes,6.3,5,Single,4,8
701,20,Female,Undergraduate,Italy,4.7,TikTok,No,7.2,7,In Relationship,2,5
702,23,Male,Graduate,Russia,6.8,Instagram,Yes,5.9,4,Single,5,9
703,21,Female,Undergraduate,China,5.6,WeChat,Yes,6.7,6,In Relationship,3,7
704,24,Male,Graduate,Japan,4.3,Twitter,No,7.5,8,Single,2,4
705,19,Female,Undergraduate,Poland,6.2,Facebook,Yes,6.3,5,Single,4,8
