restaurant_id,restaurant_name,city,opening_hours
252,The Fisherman's Wharf - Ahmedabad Branch 1549,Ahmedabad,11:00 AM-11:00 PM
253,The Black Sheep Bistro - Chennai Branch 8571,Chennai,"11:00 PM-2:00 PM, 6:00 PM-8:00 PM"
254,Oh! Calcutta - Kolkata Branch 8610,Kolkata,10:00 AM-10:00 PM
255,The Bombay Canteen - Kolkata Branch 4452,Kolkata,"12:00 PM-3:00 PM, 8:00 PM-12:00 PM"
256,The Black Sheep Bistro - Jaipur Branch 1101,Jaipur,"1:00 PM-4:00 PM, 6:00 PM-8:00 PM"
257,Dum Pukht - Goa Branch 220,Goa,"12:00 PM-2:00 PM, 8:00 PM-11:00 PM"
258,SodaBottleOpenerWala - Jaipur Branch 8402,Jaipur,11:00 AM-10:00 PM
259,Annalakshmi - Ahmedabad Branch 9061,Ahmedabad,10:00 AM-10:00 PM
260,Leopold Cafe - Mumbai Branch 6870,Mumbai,"12:00 PM-3:00 PM, 7:00 PM-10:00 PM"
261,Paradise Biryani - Bangalore Branch 4837,Bangalore,10:00 AM-9:00 PM
262,Karavalli - Delhi Branch 5504,Delhi,11:00 AM-11:00 PM
263,The Fisherman's Wharf - Pune Branch 4776,Pune,10:00 AM-9:00 PM
264,Karavalli - Jaipur Branch 3368,Jaipur,"12:00 PM-2:00 PM, 6:00 PM-9:00 PM"
265,Punjab Grill - Jaipur Branch 5174,Jaipur,"1:00 PM-3:00 PM, 8:00 PM-10:00 PM"
266,Indian Accent - Hyderabad Branch 8649,Hyderabad,"11:00 PM-1:00 PM, 7:00 PM-10:00 PM"
267,Fatty Bao - Kolkata Branch 5649,Kolkata,11:00 AM-11:00 PM
268,Copper Chimney - Jaipur Branch 6048,Jaipur,"12:00 PM-2:00 PM, 8:00 PM-10:00 PM"
269,Dum Pukht - Pune Branch 7112,Pune,11:00 AM-11:00 PM
270,Copper Chimney - Bangalore Branch 7230,Bangalore,11:00 AM-11:00 PM
271,The Fisherman's Wharf - Kolkata Branch 9030,Kolkata,"12:00 PM-3:00 PM, 8:00 PM-11:00 PM"
272,The Bombay Canteen - Hyderabad Branch 1749,Hyderabad,"11:00 PM-2:00 PM, 6:00 PM-9:00 PM"
273,Oh! Calcutta - Pune Branch 7799,Pune,"11:00 PM-2:00 PM, 7:00 PM-9:00 PM"
274,Paradise Biryani - Pune Branch 1213,Pune,"1:00 PM-4:00 PM, 6:00 PM-8:00 PM"
275,Trishna - Goa Branch 9822,Goa,11:00 AM-11:00 PM
276,The Bombay Canteen - Kolkata Branch 3219,Kolkata,11:00 AM-10:00 PM
277,Fatty Bao - Jaipur Branch 4115,Jaipur,"1:00 PM-4:00 PM, 7:00 PM-11:00 PM"
278,Paradise Biryani - Pune Branch 2655,Pune,10:00 AM-11:00 PM
279,Copper Chimney - Kolkata Branch 6472,Kolkata,"1:00 PM-3:00 PM, 8:00 PM-10:00 PM"
280,Barbeque Nation - Ahmedabad Branch 7537,Ahmedabad,10:00 AM-10:00 PM
281,Trishna - Mumbai Branch 7288,Mumbai,"1:00 PM-3:00 PM, 6:00 PM-8:00 PM"
282,SodaBottleOpenerWala - Chennai Branch 9094,Chennai,"1:00 PM-3:00 PM, 7:00 PM-9:00 PM"
283,SodaBottleOpenerWala - Chennai Branch 9287,Chennai,11:00 AM-9:00 PM
284,Barbeque Nation - Hyderabad Branch 1835,Hyderabad,10:00 AM-9:00 PM
285,Copper Chimney - Ahmedabad Branch 1054,Ahmedabad,11:00 AM-10:00 PM
286,Copper Chimney - Goa Branch 8048,Goa,11:00 AM-11:00 PM
287,Peshawri - Jaipur Branch 8064,Jaipur,"12:00 PM-3:00 PM, 7:00 PM-9:00 PM"
288,Dum Pukht - Goa Branch 69,Goa,"12:00 PM-3:00 PM, 8:00 PM-10:00 PM"
289,Oh! Calcutta - Ahmedabad Branch 3503,Ahmedabad,11:00 AM-9:00 PM
290,Indian Accent - Goa Branch 3936,Goa,10:00 AM-10:00 PM
291,Oh! Calcutta - Hyderabad Branch 2265,Hyderabad,"12:00 PM-3:00 PM, 7:00 PM-9:00 PM"
292,Barbeque Nation - Jaipur Branch 7811,Jaipur,"12:00 PM-3:00 PM, 8:00 PM-10:00 PM"
293,Leopold Cafe - Pune Branch 5947,Pune,11:00 AM-11:00 PM
294,Leopold Cafe - Hyderabad Branch 1773,Hyderabad,11:00 AM-10:00 PM
295,Annalakshmi - Goa Branch 1553,Goa,10:00 AM-10:00 PM
296,Fatty Bao - Jaipur Branch 3730,Jaipur,11:00 AM-10:00 PM
297,Fatty Bao - Bangalore Branch 5275,Bangalore,"1:00 PM-3:00 PM, 8:00 PM-12:00 PM"
298,Punjab Grill - Goa Branch 9538,Goa,"11:00 PM-1:00 PM, 8:00 PM-11:00 PM"
299,Barbeque Nation - Pune Branch 3860,Pune,11:00 AM-9:00 PM
300,SodaBottleOpenerWala - Chennai Branch 3315,Chennai,"1:00 PM-4:00 PM, 6:00 PM-8:00 PM"
301,Trishna - Hyderabad Branch 9882,Hyderabad,11:00 AM-9:00 PM
302,Bukhara - Kolkata Branch 1178,Kolkata,"11:00 PM-2:00 PM, 6:00 PM-9:00 PM"
303,The Fisherman's Wharf - Delhi Branch 51,Delhi,11:00 AM-9:00 PM
304,Peshawri - Goa Branch 5032,Goa,"12:00 PM-2:00 PM, 6:00 PM-9:00 PM"
305,Peshawri - Kolkata Branch 6308,Kolkata,"11:00 PM-1:00 PM, 8:00 PM-11:00 PM"
306,The Fisherman's Wharf - Hyderabad Branch 9110,Hyderabad,11:00 AM-11:00 PM
307,Oh! Calcutta - Pune Branch 2184,Pune,"11:00 PM-1:00 PM, 8:00 PM-11:00 PM"
308,Copper Chimney - Chennai Branch 9941,Chennai,"1:00 PM-4:00 PM, 6:00 PM-9:00 PM"
309,Paradise Biryani - Hyderabad Branch 1250,Hyderabad,"11:00 PM-2:00 PM, 8:00 PM-12:00 PM"
310,Barbeque Nation - Goa Branch 2431,Goa,"12:00 PM-2:00 PM, 8:00 PM-11:00 PM"
311,Paradise Biryani - Delhi Branch 3625,Delhi,10:00 AM-9:00 PM
312,Punjab Grill - Bangalore Branch 2234,Bangalore,10:00 AM-9:00 PM
313,Copper Chimney - Goa Branch 942,Goa,"1:00 PM-4:00 PM, 6:00 PM-10:00 PM"
314,Barbeque Nation - Chennai Branch 2257,Chennai,"12:00 PM-3:00 PM, 6:00 PM-10:00 PM"
315,Mainland China - Kolkata Branch 2208,Kolkata,10:00 AM-9:00 PM
316,SodaBottleOpenerWala - Goa Branch 9942,Goa,"11:00 PM-1:00 PM, 7:00 PM-11:00 PM"
317,The Fisherman's Wharf - Ahmedabad Branch 5659,Ahmedabad,"1:00 PM-4:00 PM, 7:00 PM-9:00 PM"
318,Annalakshmi - Bangalore Branch 6327,Bangalore,"11:00 PM-1:00 PM, 8:00 PM-12:00 PM"
319,SodaBottleOpenerWala - Delhi Branch 164,Delhi,10:00 AM-11:00 PM
320,Dum Pukht - Ahmedabad Branch 134,Ahmedabad,10:00 AM-10:00 PM
321,Karavalli - Goa Branch 9953,Goa,"11:00 PM-2:00 PM, 7:00 PM-10:00 PM"
322,Paradise Biryani - Ahmedabad Branch 9809,Ahmedabad,11:00 AM-10:00 PM
323,Karavalli - Ahmedabad Branch 1258,Ahmedabad,"11:00 PM-1:00 PM, 7:00 PM-10:00 PM"
324,The Black Sheep Bistro - Ahmedabad Branch 2311,Ahmedabad,10:00 AM-10:00 PM
325,Oh! Calcutta - Goa Branch 4634,Goa,10:00 AM-10:00 PM
326,The Black Sheep Bistro - Goa Branch 5391,Goa,"12:00 PM-2:00 PM, 7:00 PM-11:00 PM"
327,Dum Pukht - Bangalore Branch 9485,Bangalore,"11:00 PM-1:00 PM, 8:00 PM-12:00 PM"
328,The Bombay Canteen - Delhi Branch 6362,Delhi,"11:00 PM-2:00 PM, 8:00 PM-12:00 PM"
329,SodaBottleOpenerWala - Jaipur Branch 5075,Jaipur,11:00 AM-11:00 PM
330,Paradise Biryani - Mumbai Branch 445,Mumbai,"12:00 PM-3:00 PM, 6:00 PM-10:00 PM"
331,Trishna - Goa Branch 7167,Goa,"12:00 PM-2:00 PM, 7:00 PM-9:00 PM"
332,The Bombay Canteen - Hyderabad Branch 8592,Hyderabad,"1:00 PM-4:00 PM, 6:00 PM-9:00 PM"
333,Annalakshmi - Ahmedabad Branch 1087,Ahmedabad,"1:00 PM-3:00 PM, 7:00 PM-9:00 PM"
334,Dum Pukht - Pune Branch 5491,Pune,11:00 AM-11:00 PM
335,Oh! Calcutta - Bangalore Branch 8726,Bangalore,"1:00 PM-3:00 PM, 7:00 PM-10:00 PM"
336,SodaBottleOpenerWala - Chennai Branch 4246,Chennai,"11:00 PM-2:00 PM, 7:00 PM-10:00 PM"
337,Trishna - Delhi Branch 4119,Delhi,"11:00 PM-2:00 PM, 6:00 PM-10:00 PM"
338,SodaBottleOpenerWala - Hyderabad Branch 5623,Hyderabad,11:00 AM-11:00 PM
339,Paradise Biryani - Bangalore Branch 1812,Bangalore,"1:00 PM-3:00 PM, 7:00 PM-9:00 PM"
340,Indian Accent - Bangalore Branch 6350,Bangalore,10:00 AM-10:00 PM
341,Paradise Biryani - Jaipur Branch 8273,Jaipur,"11:00 PM-1:00 PM, 8:00 PM-10:00 PM"
342,The Fisherman's Wharf - Chennai Branch 6141,Chennai,"1:00 PM-4:00 PM, 7:00 PM-9:00 PM"
343,Paradise Biryani - Bangalore Branch 2071,Bangalore,"12:00 PM-2:00 PM, 7:00 PM-9:00 PM"
344,Paradise Biryani - Pune Branch 8003,Pune,11:00 AM-11:00 PM
345,The Bombay Canteen - Chennai Branch 9780,Chennai,"12:00 PM-2:00 PM, 6:00 PM-9:00 PM"
346,Mainland China - Bangalore Branch 7279,Bangalore,"12:00 PM-2:00 PM, 8:00 PM-11:00 PM"
347,Mainland China - Bangalore Branch 3992,Bangalore,"12:00 PM-2:00 PM, 6:00 PM-8:00 PM"
348,Trishna - Bangalore Branch 7361,Bangalore,10:00 AM-11:00 PM
349,The Bombay Canteen - Pune Branch 792,Pune,"1:00 PM-3:00 PM, 7:00 PM-9:00 PM"
350,The Black Sheep Bistro - Kolkata Branch 700,Kolkata,"11:00 PM-1:00 PM, 8:00 PM-12:00 PM"
351,Punjab Grill - Kolkata Branch 9863,Kolkata,"12:00 PM-2:00 PM, 7:00 PM-11:00 PM"
352,Copper Chimney - Goa Branch 9481,Goa,10:00 AM-10:00 PM
353,Leopold Cafe - Chennai Branch 9283,Chennai,10:00 AM-10:00 PM
354,Bukhara - Kolkata Branch 7858,Kolkata,11:00 AM-10:00 PM
355,The Black Sheep Bistro - Ahmedabad Branch 6335,Ahmedabad,10:00 AM-9:00 PM
356,Thalassa - Goa Branch 9825,Goa,10:00 AM-11:00 PM
357,The Bombay Canteen - Kolkata Branch 1406,Kolkata,11:00 AM-9:00 PM
358,Copper Chimney - Goa Branch 304,Goa,11:00 AM-9:00 PM
359,Fatty Bao - Bangalore Branch 9494,Bangalore,10:00 AM-9:00 PM
360,Trishna - Hyderabad Branch 7400,Hyderabad,"1:00 PM-3:00 PM, 8:00 PM-12:00 PM"
361,Barbeque Nation - Jaipur Branch 9595,Jaipur,10:00 AM-10:00 PM
362,Oh! Calcutta - Pune Branch 978,Pune,11:00 AM-9:00 PM
363,Punjab Grill - Hyderabad Branch 1913,Hyderabad,"12:00 PM-3:00 PM, 8:00 PM-11:00 PM"
364,Bukhara - Ahmedabad Branch 345,Ahmedabad,"11:00 PM-2:00 PM, 6:00 PM-10:00 PM"
365,The Black Sheep Bistro - Mumbai Branch 427,Mumbai,"12:00 PM-2:00 PM, 6:00 PM-9:00 PM"
366,The Bombay Canteen - Mumbai Branch 9882,Mumbai,11:00 AM-11:00 PM
367,Punjab Grill - Delhi Branch 1708,Delhi,"11:00 PM-2:00 PM, 8:00 PM-11:00 PM"
368,Dum Pukht - Pune Branch 6155,Pune,"11:00 PM-1:00 PM, 8:00 PM-12:00 PM"
369,SodaBottleOpenerWala - Hyderabad Branch 7686,Hyderabad,10:00 AM-9:00 PM
370,Barbeque Nation - Hyderabad Branch 1792,Hyderabad,11:00 AM-11:00 PM
371,Indian Accent - Pune Branch 6180,Pune,"1:00 PM-4:00 PM, 6:00 PM-9:00 PM"
372,Copper Chimney - Mumbai Branch 9360,Mumbai,10:00 AM-11:00 PM
373,Barbeque Nation - Hyderabad Branch 9418,Hyderabad,"11:00 PM-2:00 PM, 7:00 PM-10:00 PM"
374,The Fisherman's Wharf - Ahmedabad Branch 5241,Ahmedabad,"12:00 PM-3:00 PM, 8:00 PM-11:00 PM"
375,Copper Chimney - Delhi Branch 454,Delhi,11:00 AM-9:00 PM
376,Dum Pukht - Bangalore Branch 7586,Bangalore,"1:00 PM-3:00 PM, 7:00 PM-10:00 PM"
377,The Bombay Canteen - Bangalore Branch 6340,Bangalore,"11:00 PM-1:00 PM, 6:00 PM-10:00 PM"
378,The Black Sheep Bistro - Bangalore Branch 1527,Bangalore,"11:00 PM-1:00 PM, 6:00 PM-9:00 PM"
379,Peshawri - Pune Branch 5601,Pune,"1:00 PM-3:00 PM, 7:00 PM-11:00 PM"
380,Mainland China - Bangalore Branch 8557,Bangalore,11:00 AM-11:00 PM
381,Trishna - Bangalore Branch 9214,Bangalore,10:00 AM-10:00 PM
382,The Bombay Canteen - Bangalore Branch 5333,Bangalore,"11:00 PM-1:00 PM, 8:00 PM-11:00 PM"
383,Paradise Biryani - Pune Branch 1275,Pune,"11:00 PM-2:00 PM, 6:00 PM-10:00 PM"
384,Peshawri - Pune Branch 122,Pune,"1:00 PM-4:00 PM, 7:00 PM-11:00 PM"
385,Leopold Cafe - Kolkata Branch 9293,Kolkata,"1:00 PM-3:00 PM, 7:00 PM-9:00 PM"
386,Karavalli - Mumbai Branch 5235,Mumbai,10:00 AM-10:00 PM
387,Mainland China - Bangalore Branch 3059,Bangalore,"12:00 PM-3:00 PM, 7:00 PM-9:00 PM"
388,Indian Accent - Bangalore Branch 2149,Bangalore,"12:00 PM-3:00 PM, 8:00 PM-11:00 PM"
389,The Black Sheep Bistro - Ahmedabad Branch 5156,Ahmedabad,11:00 AM-9:00 PM
390,Karavalli - Ahmedabad Branch 6026,Ahmedabad,10:00 AM-10:00 PM
391,Indian Accent - Bangalore Branch 1039,Bangalore,11:00 AM-9:00 PM
392,Fatty Bao - Pune Branch 3914,Pune,10:00 AM-10:00 PM
393,Oh! Calcutta - Delhi Branch 7426,Delhi,10:00 AM-11:00 PM
394,Oh! Calcutta - Mumbai Branch 201,Mumbai,"12:00 PM-2:00 PM, 7:00 PM-10:00 PM"
395,Paradise Biryani - Delhi Branch 6664,Delhi,10:00 AM-9:00 PM
396,Mainland China - Bangalore Branch 7959,Bangalore,11:00 AM-10:00 PM
397,Bukhara - Pune Branch 7516,Pune,11:00 AM-11:00 PM
398,Copper Chimney - Delhi Branch 442,Delhi,11:00 AM-11:00 PM
399,Peshawri - Delhi Branch 1291,Delhi,"1:00 PM-3:00 PM, 7:00 PM-9:00 PM"
400,Fatty Bao - Ahmedabad Branch 4487,Ahmedabad,"1:00 PM-4:00 PM, 6:00 PM-8:00 PM"
401,Indian Accent - Goa Branch 8770,Goa,11:00 AM-11:00 PM
402,Trishna - Jaipur Branch 9532,Jaipur,11:00 AM-11:00 PM
403,Peshawri - Kolkata Branch 2985,Kolkata,11:00 AM-9:00 PM
404,The Black Sheep Bistro - Pune Branch 1501,Pune,"1:00 PM-3:00 PM, 6:00 PM-8:00 PM"
405,The Black Sheep Bistro - Mumbai Branch 9397,Mumbai,"12:00 PM-3:00 PM, 8:00 PM-12:00 PM"
406,The Fisherman's Wharf - Mumbai Branch 8640,Mumbai,"1:00 PM-3:00 PM, 6:00 PM-9:00 PM"
407,Peshawri - Mumbai Branch 9268,Mumbai,11:00 AM-11:00 PM
408,Thalassa - Pune Branch 6252,Pune,"1:00 PM-4:00 PM, 8:00 PM-10:00 PM"
409,Annalakshmi - Delhi Branch 9617,Delhi,"1:00 PM-4:00 PM, 6:00 PM-10:00 PM"
410,Bukhara - Mumbai Branch 6703,Mumbai,11:00 AM-11:00 PM
411,SodaBottleOpenerWala - Pune Branch 7510,Pune,"12:00 PM-3:00 PM, 6:00 PM-10:00 PM"
412,Thalassa - Delhi Branch 5400,Delhi,10:00 AM-11:00 PM
413,The Bombay Canteen - Mumbai Branch 5370,Mumbai,"12:00 PM-3:00 PM, 7:00 PM-9:00 PM"
414,Fatty Bao - Bangalore Branch 4281,Bangalore,11:00 AM-9:00 PM
415,Trishna - Goa Branch 4253,Goa,10:00 AM-9:00 PM
416,Trishna - Jaipur Branch 2254,Jaipur,11:00 AM-10:00 PM
417,Indian Accent - Bangalore Branch 478,Bangalore,11:00 AM-11:00 PM
418,Fatty Bao - Pune Branch 9419,Pune,11:00 AM-11:00 PM
419,Fatty Bao - Bangalore Branch 7253,Bangalore,"1:00 PM-4:00 PM, 8:00 PM-10:00 PM"
420,Trishna - Mumbai Branch 1086,Mumbai,"1:00 PM-4:00 PM, 7:00 PM-10:00 PM"
421,The Fisherman's Wharf - Pune Branch 6583,Pune,10:00 AM-11:00 PM
422,Dum Pukht - Hyderabad Branch 1958,Hyderabad,10:00 AM-11:00 PM
423,Fatty Bao - Pune Branch 1091,Pune,11:00 AM-9:00 PM
424,Trishna - Pune Branch 8594,Pune,10:00 AM-10:00 PM
425,Peshawri - Chennai Branch 7592,Chennai,11:00 AM-10:00 PM
426,The Fisherman's Wharf - Jaipur Branch 7979,Jaipur,"12:00 PM-3:00 PM, 6:00 PM-9:00 PM"
427,Trishna - Jaipur Branch 6904,Jaipur,11:00 AM-10:00 PM
428,The Bombay Canteen - Mumbai Branch 9556,Mumbai,11:00 AM-10:00 PM
429,The Black Sheep Bistro - Delhi Branch 5072,Delhi,"12:00 PM-3:00 PM, 8:00 PM-10:00 PM"
430,Annalakshmi - Delhi Branch 2154,Delhi,"12:00 PM-3:00 PM, 7:00 PM-10:00 PM"
431,Leopold Cafe - Chennai Branch 9341,Chennai,"12:00 PM-2:00 PM, 6:00 PM-10:00 PM"
432,The Fisherman's Wharf - Delhi Branch 2155,Delhi,10:00 AM-9:00 PM
433,Indian Accent - Mumbai Branch 8708,Mumbai,"1:00 PM-3:00 PM, 7:00 PM-10:00 PM"
434,Punjab Grill - Kolkata Branch 2912,Kolkata,10:00 AM-10:00 PM
435,Peshawri - Ahmedabad Branch 4790,Ahmedabad,"1:00 PM-3:00 PM, 8:00 PM-12:00 PM"
436,The Fisherman's Wharf - Hyderabad Branch 6764,Hyderabad,10:00 AM-9:00 PM
437,Thalassa - Pune Branch 2194,Pune,11:00 AM-10:00 PM
438,The Fisherman's Wharf - Delhi Branch 1290,Delhi,"12:00 PM-3:00 PM, 6:00 PM-10:00 PM"
439,Paradise Biryani - Hyderabad Branch 8209,Hyderabad,"1:00 PM-3:00 PM, 7:00 PM-9:00 PM"
440,Bukhara - Pune Branch 9426,Pune,10:00 AM-9:00 PM
441,SodaBottleOpenerWala - Hyderabad Branch 8496,Hyderabad,"1:00 PM-4:00 PM, 8:00 PM-11:00 PM"
442,The Black Sheep Bistro - Jaipur Branch 2933,Jaipur,11:00 AM-11:00 PM
443,Indian Accent - Bangalore Branch 563,Bangalore,"12:00 PM-2:00 PM, 6:00 PM-8:00 PM"
444,SodaBottleOpenerWala - Chennai Branch 1446,Chennai,10:00 AM-11:00 PM
445,Annalakshmi - Mumbai Branch 6977,Mumbai,"11:00 PM-1:00 PM, 6:00 PM-9:00 PM"
446,Leopold Cafe - Kolkata Branch 8117,Kolkata,11:00 AM-10:00 PM
447,Copper Chimney - Ahmedabad Branch 8302,Ahmedabad,"1:00 PM-3:00 PM, 7:00 PM-10:00 PM"
448,Copper Chimney - Pune Branch 7781,Pune,"11:00 PM-1:00 PM, 6:00 PM-9:00 PM"
449,Trishna - Mumbai Branch 9913,Mumbai,"1:00 PM-3:00 PM, 6:00 PM-9:00 PM"
450,Barbeque Nation - Bangalore Branch 6493,Bangalore,11:00 AM-11:00 PM
451,Thalassa - Ahmedabad Branch 8913,Ahmedabad,"12:00 PM-3:00 PM, 8:00 PM-12:00 PM"
452,SodaBottleOpenerWala - Kolkata Branch 1922,Kolkata,10:00 AM-9:00 PM
453,SodaBottleOpenerWala - Mumbai Branch 7041,Mumbai,10:00 AM-9:00 PM
454,Bukhara - Pune Branch 1166,Pune,11:00 AM-10:00 PM
455,Dum Pukht - Delhi Branch 7343,Delhi,"1:00 PM-4:00 PM, 6:00 PM-9:00 PM"
456,The Bombay Canteen - Pune Branch 9272,Pune,"1:00 PM-3:00 PM, 7:00 PM-9:00 PM"
457,Karavalli - Jaipur Branch 505,Jaipur,"11:00 PM-1:00 PM, 7:00 PM-9:00 PM"
458,Oh! Calcutta - Hyderabad Branch 2929,Hyderabad,"12:00 PM-2:00 PM, 6:00 PM-10:00 PM"
459,Leopold Cafe - Jaipur Branch 4861,Jaipur,"1:00 PM-3:00 PM, 7:00 PM-9:00 PM"
460,Copper Chimney - Goa Branch 3764,Goa,"11:00 PM-2:00 PM, 8:00 PM-12:00 PM"
461,Thalassa - Kolkata Branch 9371,Kolkata,11:00 AM-9:00 PM
462,Thalassa - Chennai Branch 4641,Chennai,"11:00 PM-1:00 PM, 8:00 PM-11:00 PM"
463,Copper Chimney - Kolkata Branch 5565,Kolkata,"11:00 PM-2:00 PM, 6:00 PM-10:00 PM"
464,The Fisherman's Wharf - Jaipur Branch 4838,Jaipur,"11:00 PM-2:00 PM, 7:00 PM-11:00 PM"
465,Dum Pukht - Ahmedabad Branch 6245,Ahmedabad,"11:00 PM-1:00 PM, 7:00 PM-9:00 PM"
466,Bukhara - Goa Branch 231,Goa,10:00 AM-10:00 PM
467,Bukhara - Goa Branch 7037,Goa,11:00 AM-10:00 PM
468,Dum Pukht - Goa Branch 9254,Goa,"12:00 PM-3:00 PM, 7:00 PM-11:00 PM"
469,Paradise Biryani - Jaipur Branch 1234,Jaipur,"12:00 PM-3:00 PM, 7:00 PM-9:00 PM"
470,Bukhara - Kolkata Branch 6518,Kolkata,"1:00 PM-4:00 PM, 6:00 PM-8:00 PM"
471,The Fisherman's Wharf - Ahmedabad Branch 8381,Ahmedabad,11:00 AM-10:00 PM
472,Mainland China - Chennai Branch 3440,Chennai,"12:00 PM-2:00 PM, 8:00 PM-11:00 PM"
473,The Bombay Canteen - Chennai Branch 8046,Chennai,11:00 AM-10:00 PM
474,The Fisherman's Wharf - Goa Branch 9663,Goa,10:00 AM-9:00 PM
475,Oh! Calcutta - Hyderabad Branch 7000,Hyderabad,10:00 AM-10:00 PM
476,Barbeque Nation - Pune Branch 634,Pune,"12:00 PM-2:00 PM, 7:00 PM-10:00 PM"
477,Bukhara - Bangalore Branch 9097,Bangalore,11:00 AM-9:00 PM
478,SodaBottleOpenerWala - Ahmedabad Branch 7757,Ahmedabad,11:00 AM-10:00 PM
479,Paradise Biryani - Chennai Branch 9168,Chennai,"12:00 PM-2:00 PM, 8:00 PM-11:00 PM"
480,The Black Sheep Bistro - Delhi Branch 4368,Delhi,"1:00 PM-3:00 PM, 8:00 PM-10:00 PM"
481,Dum Pukht - Pune Branch 3525,Pune,"1:00 PM-3:00 PM, 8:00 PM-10:00 PM"
482,Thalassa - Delhi Branch 1981,Delhi,"11:00 PM-1:00 PM, 8:00 PM-12:00 PM"
483,Thalassa - Delhi Branch 6916,Delhi,11:00 AM-9:00 PM
484,Dum Pukht - Ahmedabad Branch 1643,Ahmedabad,"12:00 PM-3:00 PM, 7:00 PM-10:00 PM"
485,Fatty Bao - Chennai Branch 490,Chennai,11:00 AM-10:00 PM
486,Peshawri - Pune Branch 6424,Pune,11:00 AM-11:00 PM
487,Bukhara - Mumbai Branch 9424,Mumbai,10:00 AM-10:00 PM
488,Annalakshmi - Ahmedabad Branch 7214,Ahmedabad,"11:00 PM-1:00 PM, 7:00 PM-10:00 PM"
489,Thalassa - Delhi Branch 9586,Delhi,10:00 AM-9:00 PM
490,Oh! Calcutta - Goa Branch 9584,Goa,"12:00 PM-3:00 PM, 6:00 PM-10:00 PM"
491,Barbeque Nation - Goa Branch 191,Goa,11:00 AM-10:00 PM
492,Annalakshmi - Bangalore Branch 4476,Bangalore,"11:00 PM-2:00 PM, 6:00 PM-8:00 PM"
493,Bukhara - Jaipur Branch 5183,Jaipur,11:00 AM-9:00 PM
494,Leopold Cafe - Ahmedabad Branch 9256,Ahmedabad,"11:00 PM-2:00 PM, 7:00 PM-10:00 PM"
495,Karavalli - Hyderabad Branch 7266,Hyderabad,11:00 AM-10:00 PM
496,Annalakshmi - Goa Branch 5230,Goa,11:00 AM-11:00 PM
497,Karavalli - Mumbai Branch 4439,Mumbai,"11:00 PM-1:00 PM, 6:00 PM-9:00 PM"
